,Cr,Ni,Mo,Mn,Si,Nb,Ti,Zr,Ta,V,W,Cu,N,C,B,P,S,Co,Al,Sn,Pb,Solution_treatment_temperature,Solution_treatment_time(s),Water_Quenched_after_s.t.,Air_Quenched_after_s.t.,Grains mm-2,Type of melting,Size of ingot,Product form,Temperature (K),0.2%proof_stress (M Pa),UTS (M Pa),Elongation (%),Area_reduction (%),Comments
1735,18.04,9.4,0.0,1.43,0.45,0.0,0.32,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.022,0.02,0.0,0.0,0,0,1293,1800,No,Yes,Na,HFIF,Na,Bar,923,106.892485,549.1724,45,Na,
1736,18.04,9.4,0.0,1.43,0.45,0.0,0.32,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.022,0.02,0.0,0.0,0,0,1293,3600,No,Yes,Na,HFIF,Na,Bar,293,198.09433,577.611685,30.6,Na,
1737,18.04,9.4,0.0,1.43,0.45,0.0,0.32,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.022,0.02,0.0,0.0,0,0,1293,3600,No,Yes,Na,HFIF,Na,Bar,923,114.737805,578.59235,46.3,Na,
1738,18.2,10.8,0.0,1.61,0.71,0.0,0.37,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.025,0.013,0.0,0.0,0,0,1323,0,No,Yes,Na,HFIF,Na,Tube,293,220.649625,558.97905,57.2,Na,
1739,17.5,10.9,0.0,1.5,0.49,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1323,0,No,Yes,Na,BEA,Na,Tube,293,199.074995,551.13373,58.5,Na,
1740,18.1,10.9,0.0,1.65,0.61,0.0,0.54,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.022,0.02,0.0,0.0,0,0,1323,0,No,Yes,Na,BEA,Na,Tube,293,193.191005,557.998385,58,Na,
1741,18.1,11.4,0.0,1.44,0.7,0.0,0.3,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.026,0.017,0.0,0.0,0,0,1348,0,Yes,No,Na,4,Na,Tube,293,290.27684,588.399,46,Na,
1742,18.1,11.4,0.0,1.44,0.7,0.0,0.3,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.026,0.017,0.0,0.0,0,0,1348,0,Yes,No,Na,4,Na,Tube,573,257.914895,437.37659,30,Na,
1743,18.1,11.4,0.0,1.44,0.7,0.0,0.3,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.026,0.017,0.0,0.0,0,0,1348,0,Yes,No,Na,4,Na,Tube,673,203.97832,429.53127,28,Na,
1744,18.1,11.4,0.0,1.44,0.7,0.0,0.3,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.026,0.017,0.0,0.0,0,0,1348,0,Yes,No,Na,4,Na,Tube,773,204.958985,411.8793,27,Na,
1745,18.1,11.4,0.0,1.44,0.7,0.0,0.3,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.026,0.017,0.0,0.0,0,0,1348,0,Yes,No,Na,4,Na,Tube,873,194.17167,376.57536,28,Na,
1746,18.0,11.6,0.0,1.66,0.55,0.0,0.21,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,293,166.71305,526.617105,60,Na,
1747,18.0,11.6,0.0,1.66,0.55,0.0,0.21,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,573,115.71847,421.68595,44,Na,
1748,18.0,11.6,0.0,1.66,0.55,0.0,0.21,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,673,101.98916,419.72462,42,Na,
1749,18.0,11.6,0.0,1.66,0.55,0.0,0.21,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,773,91.201845,410.898635,41,Na,
1750,18.0,11.6,0.0,1.66,0.55,0.0,0.21,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,823,96.10517,398.14999,39,Na,
1751,18.0,11.6,0.0,1.66,0.55,0.0,0.21,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,873,85.317855,373.633365,38.1,Na,
1752,18.0,11.6,0.0,1.66,0.55,0.0,0.21,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,923,88.25985,339.31009,34.6,Na,
1753,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,293,187.307015,556.037055,51,Na,
1754,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,573,140.235095,407.95664,38,Na,
1755,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,673,131.40911,405.99531,38,Na,
1756,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,773,134.351105,387.362675,36,Na,
1757,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,823,129.44778,379.517355,35,Na,
1758,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,873,121.60246,357.942725,38,Na,
1759,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,923,121.60246,317.73546,40,Na,
1760,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,293,179.461695,539.36575,53,Na,
1761,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,573,132.389775,416.782625,39,Na,
1762,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,673,125.52512,418.743955,38,Na,
1763,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,773,115.71847,413.84063,36,Na,
1764,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,823,112.776475,386.38201,35,Na,
1765,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,873,114.737805,368.73004,37,Na,
1766,17.4,11.7,0.0,1.7,0.49,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.019,0.027,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,923,115.71847,330.484105,37,Na,
1767,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,293,220.649625,615.85762,52,Na,
1768,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,573,163.771055,449.14457,39,Na,
1769,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,673,151.02241,448.163905,39,Na,
1770,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,773,136.312435,421.68595,38,Na,
1771,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,823,126.505785,405.99531,36,Na,
1772,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,873,132.389775,381.478685,38,Na,
1773,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,923,121.60246,349.11674,40,Na,
1774,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,293,185.345685,545.24974,58,Na,
1775,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,573,121.60246,438.357255,41,Na,
1776,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,673,112.776475,429.53127,41,Na,
1777,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,773,104.931155,410.898635,40,Na,
1778,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,823,101.98916,408.937305,41,Na,
1779,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,873,103.95049,375.594695,41,Na,
1780,17.4,11.7,0.0,1.71,0.48,0.0,0.26,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.025,0.017,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,923,94.14384,308.909475,41,Na,
1781,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,293,219.66896,586.43767,51,Na,
1782,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,573,152.98374,449.14457,39,Na,
1783,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,673,143.17709,456.009225,37,Na,
1784,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,773,132.389775,432.473265,36,Na,
1785,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,823,128.467115,410.898635,37,Na,
1786,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,873,131.40911,390.30467,38,Na,
1787,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,923,107.87315,346.174745,43,Na,
1788,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,293,177.500365,560.94038,57,Na,
1789,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,573,112.776475,445.22191,40,Na,
1790,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,673,103.95049,445.22191,39,Na,
1791,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,773,107.87315,423.64728,37,Na,
1792,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,823,106.892485,413.84063,36,Na,
1793,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,873,91.201845,386.38201,37,Na,
1794,18.0,11.9,0.0,1.58,0.47,0.0,0.27,0,0,0.0,0.0,0.0,0.0,0.065,0.0,0.023,0.011,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,923,92.18251,352.058735,38,Na,
1795,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,293,204.958985,569.766365,53,Na,
1796,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,573,150.041745,429.53127,40,Na,
1797,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,673,140.235095,435.41526,37,Na,
1798,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,773,128.467115,407.95664,35,Na,
1799,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,823,129.44778,397.169325,35,Na,
1800,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,873,126.505785,381.478685,41,Na,
1801,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,923,131.40911,338.329425,42,Na,
1802,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,293,182.40369,534.462425,61,Na,
1803,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,573,120.621795,423.64728,42,Na,
1804,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,673,121.60246,423.64728,39,Na,
1805,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,773,109.83448,392.266,39,Na,
1806,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,823,110.815145,410.898635,41,Na,
1807,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,873,103.95049,381.478685,41,Na,
1808,17.16,11.71,0.0,1.62,0.6,0.0,0.47,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.013,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,923,106.892485,346.174745,41,Na,
1809,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,293,217.70763,566.82437,54,Na,
1810,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,573,153.964405,437.37659,40,Na,
1811,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,673,150.041745,451.1059,41,Na,
1812,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,773,143.17709,427.56994,42,Na,
1813,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,823,140.235095,410.898635,40,Na,
1814,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,873,136.312435,386.38201,41,Na,
1815,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,923,128.467115,338.329425,40,Na,
1816,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,293,217.70763,566.82437,54,Na,
1817,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,573,153.964405,437.37659,40,Na,
1818,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,673,150.041745,451.1059,41,Na,
1819,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,773,143.17709,427.56994,42,Na,
1820,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,823,140.235095,410.898635,40,Na,
1821,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,873,136.312435,386.38201,41,Na,
1822,17.58,11.99,0.0,1.6,0.57,0.0,0.38,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.006,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,923,128.467115,338.329425,40,Na,
1823,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,293,180.44236,537.40442,52,Na,
1824,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,573,131.40911,407.95664,37,Na,
1825,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,673,125.52512,411.8793,37,Na,
1826,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,773,117.6798,389.324005,36,Na,
1827,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,823,115.71847,384.42068,39,Na,
1828,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,873,114.737805,359.904055,38,Na,
1829,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,923,110.815145,328.522775,41,Na,
1830,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,293,163.771055,542.307745,62,Na,
1831,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,573,94.14384,398.14999,42,Na,
1832,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,673,83.356525,376.57536,41,Na,
1833,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,773,83.356525,384.42068,40,Na,
1834,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,823,78.4532,349.11674,42,Na,
1835,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,873,77.472535,349.11674,40,Na,
1836,17.69,11.47,0.0,1.44,0.38,0.0,0.39,0,0,0.0,0.0,0.0,0.0,0.055,0.0,0.026,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,923,81.395195,328.522775,43,Na,
1837,17.61,11.77,0.0,1.68,0.57,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.022,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,293,163.771055,532.501095,62,Na,
1838,17.61,11.77,0.0,1.68,0.57,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.022,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,573,106.892485,421.68595,45,Na,
1839,17.61,11.77,0.0,1.68,0.57,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.022,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,673,97.085835,424.627945,42,Na,
1840,17.61,11.77,0.0,1.68,0.57,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.022,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,773,88.25985,401.091985,41,Na,
1841,17.61,11.77,0.0,1.68,0.57,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.022,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,823,88.25985,387.362675,42,Na,
1842,17.61,11.77,0.0,1.68,0.57,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.022,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,873,83.356525,361.865385,41,Na,
1843,17.61,11.77,0.0,1.68,0.57,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.022,0.016,0.0,0.0,0,0,1393,0,No,Yes,Na,4,Na,Tube,923,83.356525,328.522775,42,Na,
1844,17.6,11.67,0.0,1.72,0.55,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.021,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,293,199.074995,572.70836,54,Na,
1845,17.6,11.67,0.0,1.72,0.55,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.021,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,573,157.887065,438.357255,35,Na,
1846,17.6,11.67,0.0,1.72,0.55,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.021,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,673,151.02241,437.37659,37,Na,
1847,17.6,11.67,0.0,1.72,0.55,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.021,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,773,137.2931,416.782625,38,Na,
1848,17.6,11.67,0.0,1.72,0.55,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.021,0.017,0.0,0.0,0,0,1323,0,No,Yes,Na,4,Na,Tube,823,128.467115,405.99531,37,Na,
