,Cr,Ni,Mo,Mn,Si,Nb,Ti,Zr,Ta,V,W,Cu,N,C,B,P,S,Co,Al,Sn,Pb,Solution_treatment_temperature,Solution_treatment_time(s),Water_Quenched_after_s.t.,Air_Quenched_after_s.t.,Grains mm-2,Type of melting,Size of ingot,Product form,Temperature (K),0.2%proof_stress (M Pa),UTS (M Pa),Elongation (%),Area_reduction (%),Comments
0,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,298,280.0,610.0,67,83,NRIM/CDS/No4B/1986 ABA
1,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,373,243.0,508.0,54,83,NRIM/CDS/No4B/1986 ABA
2,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,473,220.0,472.0,44,81,NRIM/CDS/No4B/1986 ABA
3,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,573,204.0,470.0,43,76,NRIM/CDS/No4B/1986 ABA
4,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,673,197.0,470.0,45,76,NRIM/CDS/No4B/1986 ABA
5,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,773,197.0,443.0,40,73,NRIM/CDS/No4B/1986 ABA
6,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,823,172.0,425.0,44,75,NRIM/CDS/No4B/1986 ABA
7,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,873,162.0,391.0,43,73,NRIM/CDS/No4B/1986 ABA
8,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,923,167.0,314.0,47,63,NRIM/CDS/No4B/1986 ABA
9,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,973,150.0,256.0,52,65,NRIM/CDS/No4B/1986 ABA
10,18.7,10.69,0.47,1.56,0.62,0.01,0.04,0,0,0.0,0.0,0.17,0.031,0.062,0.0007,0.025,0.013,0.0,0.047,0,0,1403,Na,Yes,No,477.7128917,BEA,3,Tube,1023,148.0,223.0,60,67,NRIM/CDS/No4B/1986 ABA
11,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,298,265.0,610.0,69,82,NRIM/CDS/No4B/1986 ABB
12,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,373,235.0,496.0,57,82,NRIM/CDS/No4B/1986 ABB
13,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,473,208.0,453.0,43,78,NRIM/CDS/No4B/1986 ABB
14,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,573,183.0,453.0,44,72,NRIM/CDS/No4B/1986 ABB
15,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,673,193.0,454.0,45,73,NRIM/CDS/No4B/1986 ABB
16,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,773,169.0,426.0,42,72,NRIM/CDS/No4B/1986 ABB
17,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,823,172.0,408.0,39,70,NRIM/CDS/No4B/1986 ABB
18,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,873,148.0,374.0,43,73,NRIM/CDS/No4B/1986 ABB
19,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,923,155.0,322.0,47,63,NRIM/CDS/No4B/1986 ABB
20,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,973,138.0,259.0,61,60,NRIM/CDS/No4B/1986 ABB
21,18.34,10.15,0.36,1.52,0.41,0.005,0.064,0,0,0.0,0.0,0.19,0.029,0.054,0.001,0.031,0.02,0.0,0.01,0,0,1403,Na,Yes,No,315.1729698,BEA,3,Tube,1023,125.0,212.0,77,68,NRIM/CDS/No4B/1986 ABB
22,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,298,245.0,590.0,69,82,NRIM/CDS/No4B/1986 ABC
23,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,373,228.0,493.0,58,80,NRIM/CDS/No4B/1986 ABC
24,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,473,202.0,452.0,45,76,NRIM/CDS/No4B/1986 ABC
25,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,573,198.0,462.0,44,75,NRIM/CDS/No4B/1986 ABC
26,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,673,187.0,455.0,44,71,NRIM/CDS/No4B/1986 ABC
27,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,773,160.0,425.0,41,71,NRIM/CDS/No4B/1986 ABC
28,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,823,166.0,409.0,40,73,NRIM/CDS/No4B/1986 ABC
29,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,873,159.0,375.0,43,70,NRIM/CDS/No4B/1986 ABC
30,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,923,152.0,324.0,47,64,NRIM/CDS/No4B/1986 ABC
31,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,973,137.0,266.0,53,66,NRIM/CDS/No4B/1986 ABC
32,18.5,10.1,0.36,1.52,0.4,0.005,0.054,0,0,0.0,0.0,0.16,0.03,0.056,0.0011,0.03,0.016,0.0,0.012,0,0,1403,Na,Yes,No,274.3740064,BEA,3,Tube,1023,111.0,201.0,61,64,NRIM/CDS/No4B/1986 ABC
33,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,298,265.0,610.0,73,82,NRIM/CDS/No4B/1986 ABD
34,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,373,208.0,484.0,62,82,NRIM/CDS/No4B/1986 ABD
35,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,473,196.0,452.0,47,80,NRIM/CDS/No4B/1986 ABD
36,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,573,176.0,453.0,46,74,NRIM/CDS/No4B/1986 ABD
37,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,673,166.0,448.0,47,73,NRIM/CDS/No4B/1986 ABD
38,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,773,151.0,421.0,43,71,NRIM/CDS/No4B/1986 ABD
39,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,823,158.0,401.0,43,74,NRIM/CDS/No4B/1986 ABD
40,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,873,145.0,372.0,43,75,NRIM/CDS/No4B/1986 ABD
41,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,923,135.0,317.0,47,75,NRIM/CDS/No4B/1986 ABD
42,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,973,129.0,256.0,67,75,NRIM/CDS/No4B/1986 ABD
43,18.7,9.68,0.06,1.49,0.52,0.005,0.006,0,0,0.0,0.0,0.06,0.027,0.07,0.0013,0.023,0.006,0.0,0.01,0,0,Na,Na,Na,Na,207.9366135,BEA,3,Tube,1023,120.0,204.0,82,76,NRIM/CDS/No4B/1986 ABD
44,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,298,260.0,620.0,71,84,NRIM/CDS/No4B/1986 ABE
45,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,373,236.0,500.0,61,82,NRIM/CDS/No4B/1986 ABE
46,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,473,201.0,462.0,47,80,NRIM/CDS/No4B/1986 ABE
47,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,573,181.0,459.0,46,76,NRIM/CDS/No4B/1986 ABE
48,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,673,167.0,455.0,45,75,NRIM/CDS/No4B/1986 ABE
49,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,773,165.0,430.0,44,73,NRIM/CDS/No4B/1986 ABE
50,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,823,160.0,405.0,42,74,NRIM/CDS/No4B/1986 ABE
51,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,873,151.0,377.0,43,75,NRIM/CDS/No4B/1986 ABE
52,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,923,137.0,295.0,59,77,NRIM/CDS/No4B/1986 ABE
53,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,973,131.0,267.0,61,81,NRIM/CDS/No4B/1986 ABE
54,18.95,9.57,0.04,1.46,0.55,0.005,0.062,0,0,0.0,0.0,0.07,0.0278,0.07,0.0018,0.023,0.006,0.0,0.014,0,0,Na,Na,Na,Na,274.3740064,BEA,3,Tube,1023,119.0,185.0,74,83,NRIM/CDS/No4B/1986 ABE
55,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,298,280.0,650.0,71,83,NRIM/CDS/No4B/1986 ABF
56,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,373,244.0,523.0,60,80,NRIM/CDS/No4B/1986 ABF
57,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,473,213.0,492.0,45,79,NRIM/CDS/No4B/1986 ABF
58,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,573,192.0,491.0,46,76,NRIM/CDS/No4B/1986 ABF
59,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,673,187.0,489.0,50,73,NRIM/CDS/No4B/1986 ABF
60,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,773,182.0,459.0,42,73,NRIM/CDS/No4B/1986 ABF
61,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,823,169.0,437.0,45,73,NRIM/CDS/No4B/1986 ABF
62,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,873,161.0,408.0,43,76,NRIM/CDS/No4B/1986 ABF
63,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,923,150.0,337.0,49,76,NRIM/CDS/No4B/1986 ABF
64,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,973,141.0,280.0,57,78,NRIM/CDS/No4B/1986 ABF
65,18.25,9.8,0.06,1.34,0.62,0.005,0.02,0,0,0.0,0.0,0.05,0.0348,0.08,0.0017,0.021,0.006,0.0,0.013,0,0,Na,Na,Na,Na,588.1335578,BEA,3,Tube,1023,130.0,222.0,77,80,NRIM/CDS/No4B/1986 ABF
66,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,298,210.0,620.0,71,81,NRIM/CDS/No4B/1986 ABL
67,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,373,207.0,503.0,62,82,NRIM/CDS/No4B/1986 ABL
68,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,473,177.0,465.0,46,77,NRIM/CDS/No4B/1986 ABL
69,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,573,162.0,468.0,45,71,NRIM/CDS/No4B/1986 ABL
70,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,673,154.0,463.0,47,73,NRIM/CDS/No4B/1986 ABL
71,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,773,145.0,441.0,43,69,NRIM/CDS/No4B/1986 ABL
72,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,823,139.0,419.0,42,70,NRIM/CDS/No4B/1986 ABL
73,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,873,134.0,393.0,43,70,NRIM/CDS/No4B/1986 ABL
74,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,923,116.0,334.0,46,66,NRIM/CDS/No4B/1986 ABL
75,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,973,128.0,251.0,47,69,NRIM/CDS/No4B/1986 ABL
76,18.16,9.8,0.05,1.47,0.58,0.04,0.031,0,0,0.0,0.0,0.14,0.031,0.07,0.0003,0.022,0.013,0.0,0.015,0,0,1343,600,Yes,No,238.8564458,BEA,4.5,Tube,1023,108.0,220.0,75,74,NRIM/CDS/No4B/1986 ABL
77,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,298,220.0,610.0,71,79,NRIM/CDS/No4B/1986 ABM
78,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,373,209.0,508.0,59,79,NRIM/CDS/No4B/1986 ABM
79,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,473,183.0,471.0,46,76,NRIM/CDS/No4B/1986 ABM
80,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,573,158.0,473.0,47,71,NRIM/CDS/No4B/1986 ABM
81,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,673,145.0,468.0,47,71,NRIM/CDS/No4B/1986 ABM
82,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,773,148.0,447.0,44,70,NRIM/CDS/No4B/1986 ABM
83,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,823,143.0,432.0,43,68,NRIM/CDS/No4B/1986 ABM
84,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,873,145.0,397.0,42,65,NRIM/CDS/No4B/1986 ABM
85,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,923,129.0,347.0,46,65,NRIM/CDS/No4B/1986 ABM
86,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,973,119.0,275.0,53,62,NRIM/CDS/No4B/1986 ABM
87,18.24,10.27,0.32,1.56,0.61,0.03,0.036,0,0,0.0,0.0,0.16,0.038,0.09,0.0001,0.022,0.014,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.5,Tube,1023,114.0,231.0,62,71,NRIM/CDS/No4B/1986 ABM
88,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,298,230.0,620.0,72,80,NRIM/CDS/No4B/1986 ABN
89,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,373,239.0,505.0,59,80,NRIM/CDS/No4B/1986 ABN
90,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,473,172.0,472.0,47,76,NRIM/CDS/No4B/1986 ABN
91,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,573,159.0,476.0,46,72,NRIM/CDS/No4B/1986 ABN
92,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,673,160.0,477.0,47,68,NRIM/CDS/No4B/1986 ABN
93,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,773,155.0,454.0,44,68,NRIM/CDS/No4B/1986 ABN
94,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,823,140.0,438.0,44,71,NRIM/CDS/No4B/1986 ABN
95,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,873,131.0,395.0,47,69,NRIM/CDS/No4B/1986 ABN
96,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,923,134.0,349.0,48,61,NRIM/CDS/No4B/1986 ABN
97,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,973,119.0,292.0,55,61,NRIM/CDS/No4B/1986 ABN
